TRUE_TIME,TIME,USFLUX,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZD,TOTUSJZ,MEANJZH,TOTUSJH,ABSNJZH,SAVNCPP,MEANPOT,TOTPOT,MEANSHR,SHRGT45,R_VALUE,AREA_ACR
2013.10.27_15:48:00_TAI,0.0,8.797414e+19,65.746,81.316,86.332,50.031,0.27457875,4.567492e+11,-0.00726435,8.766,2.768,4.316479e+11,2.429494e+03,1.229287e+21,55.909,57.480,2.676,5.651250
2013.10.27_16:00:00_TAI,0.2,9.371832e+19,57.466,101.357,102.555,56.802,2.24554396,3.746345e+11,-0.00799067,10.060,2.381,3.474380e+11,2.308165e+03,9.134730e+20,47.465,46.644,2.422,5.854125
2013.10.27_16:12:00_TAI,0.4,1.432106e+20,44.256,105.179,107.314,55.764,-0.39654431,3.880353e+11,-0.00462374,10.958,1.530,3.741202e+11,1.980541e+03,8.706117e+20,35.494,24.169,2.692,8.069713
2013.10.27_16:24:00_TAI,0.6,1.457287e+20,45.005,121.001,125.595,63.427,-0.38173962,4.128826e+11,-0.00477832,13.186,1.500,1.776335e+11,2.107340e+03,8.787730e+20,34.277,23.885,2.399,8.273040
2013.10.27_16:36:00_TAI,0.8,1.579196e+20,48.336,134.174,141.885,65.590,1.11649871,5.156014e+11,-0.01282261,16.419,4.449,4.159719e+11,2.262177e+03,1.042482e+21,35.266,26.225,1.811,7.581338
2013.10.27_16:48:00_TAI,1.0,1.669637e+20,56.074,120.847,126.939,65.779,-0.59410727,4.568362e+11,-0.00425215,16.552,1.697,1.230700e+11,2.374408e+03,1.258174e+21,38.554,36.341,0.000,7.936355
2013.10.27_17:00:00_TAI,1.2,1.815507e+20,56.727,119.030,122.072,62.075,-1.09202743,5.299623e+11,-0.01873306,20.673,8.374,7.354210e+11,2.261589e+03,1.342560e+21,42.560,41.387,0.000,7.883019
2013.10.27_17:12:00_TAI,1.4,2.118833e+20,49.795,137.589,138.828,73.711,-0.71762151,5.893835e+11,-0.01865202,23.468,8.114,5.419094e+11,2.411613e+03,1.393187e+21,36.190,32.184,0.000,8.242808
2013.10.27_17:24:00_TAI,1.6,2.297276e+20,48.252,143.330,143.542,72.345,-1.05618238,5.567358e+11,-0.02118868,25.681,9.598,6.802846e+11,2.569835e+03,1.546023e+21,36.196,28.918,0.000,9.226561
2013.10.27_17:36:00_TAI,1.8,2.499597e+20,49.516,131.512,132.525,73.038,0.76084954,7.250982e+11,-0.01716650,28.987,9.133,6.788294e+11,2.552434e+03,1.803344e+21,38.300,34.586,0.000,10.313016
2013.10.27_17:48:00_TAI,2.0,4.743118e+20,55.384,124.493,123.347,66.394,-0.86210924,1.224617e+12,-0.00642996,48.365,6.726,7.425509e+11,3.538747e+03,4.915795e+21,44.594,40.631,2.700,23.631004
2013.10.27_18:24:00_TAI,2.6,6.392544e+20,53.247,125.752,123.789,70.484,-1.83402503,1.832441e+12,-0.00079641,72.204,1.081,1.292041e+12,3.769178e+03,6.792648e+21,43.726,38.467,2.622,32.598938
2013.10.27_18:36:00_TAI,2.8,7.272581e+20,51.662,118.933,117.032,65.583,-1.19606495,1.979148e+12,-0.00008972,81.921,0.139,9.624479e+11,3.415470e+03,7.030638e+21,42.708,38.774,2.544,35.534420
2013.10.27_18:48:00_TAI,3.0,7.932818e+20,50.863,116.545,112.448,65.008,-0.56405765,2.084462e+12,-0.00050287,79.983,0.853,4.969314e+11,3.077073e+03,6.934772e+21,41.671,37.773,2.595,41.229134
2013.10.27_19:00:00_TAI,3.2,9.180349e+20,49.595,111.220,109.858,63.214,-0.86405396,2.584415e+12,-0.00253160,93.364,5.018,1.265863e+12,3.097484e+03,8.153145e+21,40.635,37.033,3.025,47.499699
2013.10.27_19:12:00_TAI,3.4,9.894860e+20,52.494,113.044,111.787,61.455,-1.20495522,2.684483e+12,-0.00047277,102.270,1.009,1.335556e+12,3.400011e+03,9.640304e+21,43.889,41.827,3.110,48.481297
2013.10.27_19:24:00_TAI,3.6,1.106420e+21,50.782,116.576,114.950,65.371,-0.28602293,3.041525e+12,-0.00183175,123.432,4.134,1.060392e+12,3.444476e+03,1.032446e+22,42.298,38.591,2.540,49.108620
2013.10.27_19:36:00_TAI,3.8,1.172674e+21,48.457,118.760,121.944,65.932,-0.80312908,2.810077e+12,-0.00210048,121.810,4.600,9.131179e+11,3.655190e+03,1.063082e+22,38.945,33.653,2.880,49.252758
2013.10.27_19:48:00_TAI,4.0,1.224965e+21,52.131,112.604,112.874,67.802,-0.66781712,3.333265e+12,0.00138551,133.893,3.410,8.532364e+11,4.018665e+03,1.313427e+22,42.856,39.618,3.153,54.824360
2013.10.27_20:00:00_TAI,4.2,1.260569e+21,49.336,116.545,117.755,69.229,-0.32178015,3.364329e+12,-0.00138537,140.261,3.360,4.051116e+11,3.852720e+03,1.240771e+22,40.119,35.134,3.089,55.703575
2013.10.27_20:12:00_TAI,4.4,1.377670e+21,49.741,114.621,116.183,68.208,-0.54836351,3.306185e+12,0.00074624,145.570,1.964,7.493108e+11,3.938335e+03,1.376610e+22,41.589,37.538,3.123,56.874386
2013.10.27_20:24:00_TAI,4.6,1.442920e+21,48.608,115.816,116.726,69.994,-0.19841792,3.632680e+12,0.00146351,155.757,3.965,9.058516e+11,4.082829e+03,1.468868e+22,40.124,33.518,3.027,58.455929
2013.10.27_20:36:00_TAI,4.8,1.466549e+21,49.286,122.516,123.833,72.102,-0.58254749,3.320308e+12,0.00051269,150.429,1.347,7.948286e+11,4.273258e+03,1.491410e+22,39.975,33.486,2.902,57.834244
2013.10.27_20:48:00_TAI,5.0,1.528464e+21,49.093,119.902,121.484,71.153,-0.70291603,3.521019e+12,0.00278603,158.026,7.639,1.000675e+12,4.161148e+03,1.515281e+22,39.875,33.953,2.962,60.311005
2013.10.27_21:00:00_TAI,5.2,1.517843e+21,50.771,120.882,120.941,72.181,-0.51218736,3.455514e+12,0.00105657,160.528,2.911,7.326191e+11,4.472164e+03,1.636258e+22,41.664,36.842,3.333,57.316025
2013.10.27_21:12:00_TAI,5.4,1.481566e+21,53.046,123.376,123.429,74.468,-0.29208872,3.427189e+12,-0.00483827,155.823,13.010,1.537296e+12,4.719920e+03,1.685536e+22,42.475,35.813,3.368,59.560154
2013.10.27_21:24:00_TAI,5.6,1.553072e+21,50.472,121.184,123.092,75.848,-0.43460426,3.433989e+12,-0.00502904,165.665,13.463,1.401875e+12,5.052823e+03,1.796367e+22,41.003,35.562,3.527,61.647972
2013.10.27_21:36:00_TAI,5.8,1.549599e+21,49.937,126.822,124.844,79.206,-0.48285130,3.496032e+12,-0.00493540,160.452,12.975,9.835585e+11,4.992281e+03,1.743019e+22,39.753,32.218,3.189,61.985977
2013.10.27_21:48:00_TAI,6.0,1.535268e+21,51.814,130.384,131.670,83.860,0.16753866,3.452553e+12,-0.00651817,157.859,17.038,1.386655e+12,5.295826e+03,1.838449e+22,40.111,32.096,3.242,59.689857
2013.10.27_22:00:00_TAI,6.2,1.525765e+21,53.623,131.928,131.619,84.445,0.46338049,3.431029e+12,-0.01302146,151.992,33.647,2.579530e+12,5.694156e+03,1.954044e+22,41.557,33.978,2.878,61.211479
2013.10.27_22:12:00_TAI,6.4,1.526382e+21,55.022,128.276,127.368,83.510,0.03267651,3.538134e+12,-0.01447591,159.166,38.752,2.684838e+12,5.879033e+03,2.090879e+22,42.748,36.184,3.290,62.283924
2013.10.27_22:24:00_TAI,6.6,1.545089e+21,49.908,132.545,130.180,85.358,-0.37957826,3.664386e+12,-0.00847663,160.750,21.743,9.574180e+11,5.691083e+03,1.938630e+22,38.324,28.031,3.187,62.477554
2013.10.27_22:36:00_TAI,6.8,1.515340e+21,52.384,133.434,130.940,86.687,-0.35227254,3.305603e+12,-0.01224996,150.726,30.086,1.812096e+12,5.931980e+03,1.934820e+22,39.558,30.782,2.684,62.626614
2013.10.27_22:48:00_TAI,7.0,1.501844e+21,50.969,136.039,132.944,87.995,-0.29954457,2.937869e+12,-0.01445604,144.280,33.379,1.861151e+12,6.112875e+03,1.874485e+22,38.826,28.107,3.094,63.078945
2013.10.27_23:00:00_TAI,7.2,1.549854e+21,46.113,137.076,132.257,86.059,-0.46249473,3.089949e+12,-0.00949849,145.218,22.815,9.477075e+11,5.411070e+03,1.726111e+22,36.360,24.313,2.631,63.432087
2013.10.27_23:12:00_TAI,7.4,1.553198e+21,48.365,134.090,131.752,87.046,0.37919375,2.816627e+12,-0.01165884,138.159,27.678,1.611111e+12,5.762566e+03,1.816808e+22,36.777,26.201,3.140,64.493126
2013.10.27_23:24:00_TAI,7.6,1.572863e+21,46.442,139.045,136.246,87.623,0.40083429,2.752676e+12,-0.01383668,138.662,31.852,1.675498e+12,5.599298e+03,1.711794e+22,34.101,21.069,2.224,66.226692
2013.10.27_23:36:00_TAI,7.8,1.556592e+21,46.639,139.319,136.749,88.771,0.27693027,2.526876e+12,-0.01332165,131.777,29.694,1.627832e+12,5.670983e+03,1.678730e+22,34.179,21.848,2.503,64.953659
2013.10.27_23:48:00_TAI,8.0,1.573658e+21,47.250,137.365,134.977,88.404,-0.02453683,2.716627e+12,-0.00941028,135.563,21.757,1.448433e+12,5.531256e+03,1.698338e+22,34.709,21.713,0.000,65.605431
2013.10.28_00:00:00_TAI,8.2,1.564791e+21,46.158,134.697,131.142,87.903,0.13465466,2.457971e+12,-0.00813471,128.534,18.336,1.069379e+12,5.496822e+03,1.645425e+22,34.649,22.449,0.000,65.659798
2013.10.28_00:12:00_TAI,8.4,1.528435e+21,44.546,138.457,134.126,89.865,-0.69365185,2.278334e+12,-0.00401352,120.903,8.376,7.518308e+11,5.736359e+03,1.589905e+22,33.419,19.885,2.394,65.138779
2013.10.28_00:24:00_TAI,8.6,1.527481e+21,44.243,146.372,141.963,94.064,-0.50387526,2.329863e+12,-0.00689690,128.490,14.008,5.321944e+11,5.895633e+03,1.590204e+22,32.324,16.593,2.915,63.956814
2013.10.28_00:36:00_TAI,8.8,1.485964e+21,44.185,149.826,144.922,94.479,0.01864699,2.021811e+12,-0.00797994,119.172,15.202,7.541916e+11,6.059825e+03,1.533090e+22,31.947,15.748,2.889,63.436436
2013.10.28_00:48:00_TAI,9.0,1.476106e+21,45.200,143.839,139.251,92.092,0.36073962,1.975393e+12,-0.00881038,111.868,17.180,7.424102e+11,5.894655e+03,1.526531e+22,32.020,18.103,2.488,62.335800
2013.10.28_01:00:00_TAI,9.2,1.479431e+21,43.893,145.581,140.718,93.007,0.53520507,1.917255e+12,-0.01025299,110.540,19.696,8.320266e+11,5.886246e+03,1.501683e+22,31.203,17.179,2.842,63.734795
2013.10.28_01:12:00_TAI,9.4,1.486470e+21,44.831,144.448,139.744,93.920,0.26112697,2.012553e+12,-0.00862616,115.066,16.873,8.303382e+11,5.947364e+03,1.544920e+22,32.214,19.070,2.043,63.791100
2013.10.28_01:24:00_TAI,9.6,1.504898e+21,44.836,140.467,135.684,89.939,0.01356695,1.977967e+12,-0.00891071,108.274,18.285,9.380348e+11,5.628144e+03,1.533752e+22,32.507,20.322,2.556,63.579338
2013.10.28_01:36:00_TAI,9.8,1.504694e+21,44.406,144.344,140.412,91.022,0.25310856,2.111478e+12,-0.00861373,116.384,17.383,7.350298e+11,5.482402e+03,1.469280e+22,31.712,19.326,0.000,64.484039
2013.10.28_01:48:00_TAI,10.0,1.468412e+21,43.104,146.755,143.418,92.340,0.22068217,1.873163e+12,-0.00745138,107.705,14.061,4.219753e+11,5.660983e+03,1.418653e+22,29.965,14.308,0.000,64.227974
2013.10.28_02:00:00_TAI,10.2,1.486811e+21,43.628,143.981,140.330,90.366,-0.17781052,2.074293e+12,-0.00690763,115.227,13.760,1.839833e+11,5.373818e+03,1.421624e+22,31.070,17.972,0.000,63.943108
2013.10.28_02:12:00_TAI,10.4,1.515245e+21,44.962,140.022,136.929,88.295,0.19103466,2.177352e+12,-0.01040100,116.078,21.998,7.115534e+11,5.287700e+03,1.485216e+22,32.554,20.000,0.000,64.887299
2013.10.28_02:24:00_TAI,10.6,1.490480e+21,46.410,135.231,132.110,86.682,0.27486527,2.118277e+12,-0.00936001,117.878,19.787,4.536976e+11,5.146790e+03,1.445637e+22,33.751,21.986,0.000,68.157036
2013.10.28_02:36:00_TAI,10.8,1.505696e+21,46.527,135.745,133.980,87.064,0.16658285,2.288266e+12,-0.00803722,122.098,17.224,6.053953e+11,5.095759e+03,1.450253e+22,33.268,22.025,0.000,68.854195
2013.10.28_02:48:00_TAI,11.0,1.499093e+21,47.470,134.338,131.660,85.746,-0.15286723,2.430403e+12,-0.00828185,124.097,18.170,6.106321e+11,5.049719e+03,1.471351e+22,34.912,24.430,0.000,69.239487
2013.10.28_03:00:00_TAI,11.2,1.508045e+21,45.997,131.395,129.475,84.331,-0.10259736,2.615898e+12,-0.00700271,130.155,16.001,3.781517e+11,4.747404e+03,1.440638e+22,34.867,23.764,0.000,69.101303
2013.10.28_03:12:00_TAI,11.4,1.508544e+21,48.664,133.021,132.087,85.223,-0.77416384,2.684852e+12,-0.00675122,136.297,15.251,9.084885e+11,5.058431e+03,1.517556e+22,35.572,25.542,2.595,69.687080
2013.10.28_03:24:00_TAI,11.6,1.534378e+21,44.970,141.106,138.717,88.721,-0.57552135,2.650599e+12,-0.00787855,138.122,17.286,6.559540e+11,4.924758e+03,1.434941e+22,33.300,20.875,2.670,71.517563
2013.10.28_03:36:00_TAI,11.8,1.520683e+21,44.085,149.517,148.140,91.657,-0.16181506,2.379172e+12,-0.01137442,134.223,22.942,8.751719e+11,5.277314e+03,1.413616e+22,31.922,19.137,2.670,71.718819
2013.10.28_03:48:00_TAI,12.0,1.514646e+21,44.154,148.721,148.123,92.188,-0.30308586,2.443399e+12,-0.01125351,135.868,22.597,6.930334e+11,5.279820e+03,1.407976e+22,31.945,18.924,0.000,72.203438
2013.10.28_04:00:00_TAI,12.2,1.506857e+21,42.836,154.652,153.686,96.484,-0.23218474,2.325344e+12,-0.01085635,135.706,20.670,6.900841e+11,5.396058e+03,1.364445e+22,30.957,16.019,0.000,71.981842
2013.10.28_04:12:00_TAI,12.4,1.464187e+21,43.329,157.654,156.260,99.982,-0.08614102,2.227440e+12,-0.01159296,129.472,21.111,1.086129e+12,5.525772e+03,1.336336e+22,30.558,15.211,0.000,72.041328
2013.10.28_04:24:00_TAI,12.6,1.485939e+21,43.359,156.773,156.032,97.367,-0.73288482,2.364281e+12,-0.01166923,136.702,21.926,8.855555e+11,5.317794e+03,1.327706e+22,30.315,14.628,0.000,72.588516
2013.10.28_04:36:00_TAI,12.8,1.431470e+21,42.921,158.235,156.963,99.358,0.00706105,2.181300e+12,-0.01252372,133.054,22.142,8.273503e+11,5.437146e+03,1.276632e+22,29.091,12.783,0.000,71.849129
2013.10.28_04:48:00_TAI,13.0,1.427339e+21,43.022,156.269,155.836,97.684,0.25531936,2.177637e+12,-0.01234535,135.118,21.876,6.324833e+11,5.423979e+03,1.276422e+22,29.692,14.108,2.179,71.187767
2013.10.28_05:00:00_TAI,13.2,1.462818e+21,42.694,156.200,154.545,97.426,-0.18703541,2.408763e+12,-0.01014622,148.646,18.963,4.518942e+11,5.373219e+03,1.333694e+22,30.135,14.553,0.000,71.087387
2013.10.28_05:12:00_TAI,13.4,1.444940e+21,43.076,159.013,155.918,99.185,0.00100134,2.212647e+12,-0.01060620,134.252,19.579,5.558483e+11,5.447182e+03,1.335414e+22,30.237,15.222,0.000,73.803734
2013.10.28_05:24:00_TAI,13.6,1.430297e+21,41.798,165.228,161.257,102.075,-0.12575023,2.163082e+12,-0.01214976,134.601,21.141,6.202915e+11,5.467026e+03,1.263319e+22,28.215,11.897,1.937,74.694183
2013.10.28_05:36:00_TAI,13.8,1.432634e+21,43.503,160.008,156.246,101.967,0.04893311,2.129455e+12,-0.01232767,127.425,22.510,9.626072e+11,5.427401e+03,1.316149e+22,29.621,14.458,2.123,73.303497
2013.10.28_05:48:00_TAI,14.0,1.418064e+21,42.786,160.361,156.396,101.237,0.08251067,2.034651e+12,-0.01296565,123.304,23.040,8.515947e+11,5.561795e+03,1.312548e+22,29.156,12.043,2.448,75.626114
2013.10.28_06:24:00_TAI,14.6,1.431616e+21,42.837,158.293,150.707,98.927,0.05292338,2.182162e+12,-0.00831903,128.357,15.781,3.900762e+11,5.337780e+03,1.344747e+22,29.392,13.706,2.134,77.645256
2013.10.28_06:36:00_TAI,14.8,1.411617e+21,41.988,157.730,151.908,98.013,0.02412004,2.062646e+12,-0.00944812,122.655,17.460,8.114791e+11,5.249479e+03,1.288341e+22,28.751,11.147,2.125,79.071068
2013.10.28_06:48:00_TAI,15.0,1.429417e+21,43.343,146.656,140.552,91.669,-0.07012407,2.125691e+12,-0.00999397,122.640,19.958,1.003445e+12,4.994757e+03,1.324662e+22,30.152,14.772,0.000,80.682045
2013.10.28_07:00:00_TAI,15.2,1.436123e+21,41.845,152.247,145.566,94.646,0.15575151,2.154483e+12,-0.01306075,123.304,25.534,9.370297e+11,5.137257e+03,1.333799e+22,29.173,11.765,2.429,80.387596
2013.10.28_07:12:00_TAI,15.4,1.433810e+21,42.974,150.707,143.508,93.970,-0.05434001,2.242706e+12,-0.01236340,123.661,24.653,9.310610e+11,5.013680e+03,1.327683e+22,30.041,13.791,2.432,81.795029
2013.10.28_07:24:00_TAI,15.6,1.454176e+21,44.197,139.756,134.943,86.900,0.04933234,2.304271e+12,-0.01023815,124.184,22.063,7.444403e+11,4.622898e+03,1.323044e+22,30.953,16.334,2.615,81.789055
2013.10.28_07:36:00_TAI,15.8,1.459069e+21,43.653,142.921,138.093,88.297,-0.10444856,2.412128e+12,-0.01168173,130.612,24.964,7.426022e+11,4.627930e+03,1.313421e+22,30.491,15.536,2.625,82.647835
2013.10.28_07:48:00_TAI,16.0,1.457213e+21,42.504,141.811,137.157,86.637,-0.14071269,2.417605e+12,-0.01017591,126.497,21.970,8.285275e+11,4.581375e+03,1.313594e+22,30.025,14.220,0.000,84.896790
2013.10.28_08:00:00_TAI,16.2,1.505323e+21,42.207,142.009,136.993,85.829,-0.17447750,2.453075e+12,-0.00959261,131.204,21.353,6.983723e+11,4.478567e+03,1.323966e+22,29.944,14.241,0.000,86.114738
2013.10.28_08:12:00_TAI,16.4,1.490134e+21,41.526,145.123,140.833,87.409,0.01515106,2.383607e+12,-0.01096421,126.530,23.584,1.136051e+12,4.494579e+03,1.283932e+22,29.158,13.017,0.000,85.123184
2013.10.28_08:24:00_TAI,16.6,1.517580e+21,41.111,141.131,138.155,84.969,0.14672092,2.639822e+12,-0.01008773,134.461,22.808,9.846870e+11,4.345841e+03,1.305506e+22,29.763,14.412,0.000,86.272102
2013.10.28_08:36:00_TAI,16.8,1.478884e+21,40.958,149.076,147.176,90.226,0.00426379,2.441684e+12,-0.00896820,130.706,18.636,6.117442e+11,4.543145e+03,1.253761e+22,28.506,11.646,0.000,86.406670
2013.10.28_08:48:00_TAI,17.0,1.495718e+21,41.092,141.742,140.768,86.692,0.15469390,2.545239e+12,-0.01128202,134.899,24.313,1.065876e+12,4.379656e+03,1.253429e+22,29.312,12.575,0.000,87.765984
2013.10.28_09:00:00_TAI,17.2,1.503472e+21,41.022,143.247,141.771,88.548,0.05920879,2.519644e+12,-0.01058780,131.263,22.647,9.554642e+11,4.366415e+03,1.240361e+22,28.750,11.501,2.933,89.315125
2013.10.28_09:12:00_TAI,17.4,1.480340e+21,41.573,143.379,142.878,87.457,0.40776369,2.442427e+12,-0.01178796,128.971,24.578,1.118177e+12,4.294363e+03,1.189097e+22,28.887,11.559,2.931,90.458336
2013.10.28_09:24:00_TAI,17.6,1.510044e+21,41.157,146.611,147.320,87.040,-0.03474298,2.558088e+12,-0.01061355,138.347,22.288,1.034457e+12,4.271361e+03,1.191237e+22,28.075,10.476,0.000,90.873444
2013.10.28_09:36:00_TAI,17.8,1.518951e+21,39.724,151.840,152.623,90.096,-0.28771251,2.444694e+12,-0.00991700,133.966,20.211,5.693519e+11,4.431611e+03,1.199440e+22,27.444,8.979,0.000,90.958939
2013.10.28_09:48:00_TAI,18.0,1.533213e+21,38.814,152.883,154.202,87.943,-0.19073428,2.439064e+12,-0.01049875,135.625,21.596,7.930568e+11,4.295323e+03,1.173391e+22,27.034,8.994,0.000,90.944321
2013.10.28_10:00:00_TAI,18.2,1.510532e+21,38.331,155.881,157.431,89.713,0.11252996,2.423789e+12,-0.01290873,138.962,25.340,1.201984e+12,4.435948e+03,1.156430e+22,26.443,8.100,0.000,90.698280
2013.10.28_10:12:00_TAI,18.4,1.515555e+21,39.128,155.796,156.636,91.389,0.01730400,2.578869e+12,-0.01031181,145.705,20.716,9.024407e+11,4.349344e+03,1.160423e+22,26.488,8.462,0.000,90.343239
2013.10.28_10:24:00_TAI,18.6,1.492658e+21,39.239,152.727,152.399,91.994,-0.00680884,2.610034e+12,-0.01166957,146.733,23.421,6.919712e+11,4.302650e+03,1.146822e+22,27.258,9.417,0.000,91.155617
2013.10.28_10:36:00_TAI,18.8,1.452322e+21,38.015,158.586,158.904,95.322,-0.35217166,2.325768e+12,-0.01129129,134.217,21.047,7.360395e+11,4.343871e+03,1.075314e+22,25.841,6.438,0.000,89.737244
2013.10.28_10:48:00_TAI,19.0,1.453987e+21,39.055,156.128,157.633,93.270,0.26523125,2.332828e+12,-0.01068616,134.605,20.175,5.382318e+11,4.330463e+03,1.085798e+22,26.064,6.674,0.000,91.280006
2013.10.28_11:00:00_TAI,19.2,1.449084e+21,37.749,158.946,161.157,93.294,-0.11150065,2.263081e+12,-0.01418660,135.459,25.834,1.075698e+12,4.338300e+03,1.049161e+22,25.239,5.821,0.000,90.675369
2013.10.28_11:12:00_TAI,19.4,1.457962e+21,38.558,157.808,157.707,94.256,-0.08223823,2.313309e+12,-0.00944054,132.738,17.814,4.878193e+11,4.290677e+03,1.075252e+22,26.245,7.737,0.000,91.127625
2013.10.28_11:24:00_TAI,19.6,1.467852e+21,37.278,159.892,160.561,92.923,0.02339746,2.265406e+12,-0.00960665,134.315,17.888,5.243225e+11,4.230104e+03,1.046028e+22,25.026,5.693,0.000,90.895554
2013.10.28_11:36:00_TAI,19.8,1.449162e+21,38.916,156.807,156.997,92.628,-0.00182973,2.269513e+12,-0.01344785,132.144,25.470,8.894500e+11,4.302307e+03,1.082166e+22,26.714,8.078,0.000,91.557358
2013.10.28_11:48:00_TAI,20.0,1.433980e+21,38.210,156.976,156.949,92.523,0.30266574,2.252300e+12,-0.01079132,129.739,20.061,4.567237e+11,4.256752e+03,1.050922e+22,25.903,8.284,0.000,90.048065
2013.10.28_12:00:00_TAI,20.2,1.430290e+21,37.988,158.766,158.582,94.454,0.25577742,2.337873e+12,-0.01040085,135.484,18.961,3.050287e+11,4.305640e+03,1.042406e+22,25.735,7.296,0.000,90.191849
2013.10.28_12:12:00_TAI,20.4,1.457941e+21,37.722,161.503,162.497,93.976,0.48270690,2.367451e+12,-0.01128222,138.549,21.165,6.325021e+11,4.121409e+03,1.026812e+22,25.100,7.249,0.000,88.432793
2013.10.28_12:24:00_TAI,20.6,1.416755e+21,36.948,161.901,161.137,92.972,0.55679142,2.288261e+12,-0.00871916,138.070,15.503,5.139577e+11,4.244802e+03,1.002309e+22,25.102,6.749,0.000,89.785942
2013.10.28_12:36:00_TAI,20.8,1.454803e+21,37.075,160.238,158.179,90.914,0.74449641,2.268016e+12,-0.00714214,133.014,13.284,7.188962e+11,4.132810e+03,1.020871e+22,24.843,6.183,0.000,91.044739
2013.10.28_12:48:00_TAI,21.0,1.427698e+21,38.040,158.298,156.459,90.246,0.97188288,2.260048e+12,-0.00767366,132.748,14.281,9.389410e+11,4.247020e+03,1.049647e+22,25.608,7.362,0.000,88.910675
2013.10.28_13:00:00_TAI,21.2,1.401225e+21,37.924,160.893,159.826,92.281,0.52851516,2.222563e+12,-0.00869817,131.999,15.683,4.946737e+11,4.335250e+03,1.038060e+22,25.772,7.488,0.000,88.957832
2013.10.28_13:12:00_TAI,21.4,1.401924e+21,37.087,158.193,157.277,87.743,0.50965190,2.160785e+12,-0.00969062,125.881,17.608,4.807087e+11,4.063764e+03,9.806089e+21,25.432,7.870,0.000,88.873123
2013.10.28_13:24:00_TAI,21.6,1.438079e+21,36.585,156.630,156.815,85.763,0.60129714,2.333001e+12,-0.00733681,131.919,13.771,5.858612e+11,3.976924e+03,9.913433e+21,25.179,7.352,0.000,90.467636
2013.10.28_13:36:00_TAI,21.8,1.399092e+21,36.318,157.867,158.397,85.160,0.69227207,2.229533e+12,-0.00914015,126.719,16.535,6.504065e+11,3.957124e+03,9.511976e+21,24.487,6.519,0.000,90.453964
2013.10.28_13:48:00_TAI,22.0,1.406328e+21,36.769,158.523,157.873,86.553,0.43393531,2.354868e+12,-0.01201576,130.260,22.361,7.325641e+11,3.849950e+03,9.515113e+21,24.866,6.179,0.000,91.130959
2013.10.28_14:00:00_TAI,22.2,1.454444e+21,37.829,154.143,153.326,84.285,0.23717795,2.432171e+12,-0.00961623,132.347,19.415,3.824846e+11,3.650320e+03,9.787680e+21,25.709,7.677,0.000,93.223175
2013.10.28_14:12:00_TAI,22.4,1.434593e+21,36.958,157.152,156.264,84.484,0.60207248,2.383657e+12,-0.00916225,130.371,17.876,6.096794e+11,3.762725e+03,9.749273e+21,25.318,6.561,0.000,91.714134
2013.10.28_14:24:00_TAI,22.6,1.449198e+21,37.565,155.453,154.323,85.215,0.85928106,2.445438e+12,-0.01274889,132.562,25.511,9.018357e+11,3.617889e+03,9.614237e+21,25.478,7.396,0.000,90.457413
2013.10.28_14:36:00_TAI,22.8,1.435098e+21,37.095,160.393,159.300,86.754,1.05109084,2.442372e+12,-0.00955313,133.913,18.657,1.065410e+12,3.648429e+03,9.462821e+21,24.867,6.912,0.000,88.521805
2013.10.28_14:48:00_TAI,23.0,1.422858e+21,36.881,158.169,155.734,84.433,0.80350441,2.324115e+12,-0.01008949,128.339,19.725,9.150717e+11,3.459385e+03,8.981689e+21,24.457,6.394,0.000,89.146065
2013.10.28_15:00:00_TAI,23.2,1.432852e+21,36.398,160.870,157.773,86.870,1.10090780,2.408291e+12,-0.01085005,130.356,21.060,1.108999e+12,3.488613e+03,8.992716e+21,24.229,4.997,0.000,89.963448
2013.10.28_15:12:00_TAI,23.4,1.406336e+21,35.768,166.492,163.435,90.364,1.31803262,2.351296e+12,-0.01114908,126.791,20.849,1.279125e+12,3.594205e+03,8.926004e+21,24.005,5.241,1.810,88.428238
2013.10.28_15:24:00_TAI,23.6,1.412898e+21,36.739,160.675,157.670,87.874,1.02306318,2.400527e+12,-0.01131739,129.474,22.193,1.300986e+12,3.422931e+03,8.914323e+21,24.932,6.986,1.824,88.617104
2013.10.28_15:36:00_TAI,23.8,1.336864e+21,36.428,159.301,154.118,87.898,0.87666315,2.087221e+12,-0.01117768,117.365,20.109,9.825595e+11,3.576162e+03,8.543992e+21,24.151,6.059,0.000,89.337921
2013.10.28_15:48:00_TAI,24.0,1.356152e+21,36.537,152.843,148.327,84.171,0.91415387,2.150048e+12,-0.01190960,115.612,22.688,1.005885e+12,3.381009e+03,8.553696e+21,25.179,6.614,0.000,89.435509
2013.10.28_16:00:00_TAI,24.2,1.353913e+21,37.876,144.477,141.164,79.565,0.66925806,2.151436e+12,-0.00958847,113.568,18.995,8.161266e+11,3.203995e+03,8.433504e+21,26.686,10.293,0.000,88.724762
2013.10.28_16:12:00_TAI,24.4,1.357616e+21,38.107,152.165,148.060,82.573,0.76580691,2.166698e+12,-0.01134243,117.554,21.982,1.005941e+12,3.242179e+03,8.344557e+21,25.581,7.895,0.000,87.833061
2013.10.28_16:24:00_TAI,24.6,1.329539e+21,37.461,153.377,148.670,84.136,0.84150559,2.081772e+12,-0.01094407,111.118,20.783,1.000573e+12,3.342745e+03,8.430252e+21,25.250,7.162,0.000,89.374878
