TRUE_TIME,TIME,USFLUX,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZD,TOTUSJZ,MEANJZH,TOTUSJH,ABSNJZH,SAVNCPP,MEANPOT,TOTPOT,MEANSHR,SHRGT45,R_VALUE,AREA_ACR
2013.11.02_13:00:00_TAI,141.2,8.418968e+21,28.110,101.090,100.859,40.079,-0.32297516,7.594150e+12,0.00287698,373.705,36.244,2.106753e+12,1.988683e+03,3.327205e+22,21.726,3.667,3.115,210.390869
2013.11.02_13:12:00_TAI,141.4,8.481435e+21,28.031,100.060,99.616,39.866,-0.37610623,7.611408e+12,0.00276619,375.561,35.316,2.486168e+12,1.943718e+03,3.295601e+22,21.548,3.321,2.739,210.914291
2013.11.02_13:24:00_TAI,141.6,8.330745e+21,27.320,102.020,101.602,40.253,-0.38508317,7.293682e+12,0.00272946,368.196,33.452,2.443758e+12,2.003425e+03,3.261142e+22,21.242,2.872,2.961,207.098602
2013.11.02_13:36:00_TAI,141.8,8.319453e+21,27.329,102.338,101.951,40.562,-0.31046405,7.581023e+12,0.00309380,385.053,37.747,2.037430e+12,2.004314e+03,3.248217e+22,21.243,2.811,2.963,207.411407
2013.11.02_13:48:00_TAI,142.0,8.363820e+21,27.282,102.761,102.070,40.697,-0.30523747,7.612845e+12,0.00266081,386.186,32.672,1.940429e+12,2.014359e+03,3.284826e+22,21.257,2.745,2.733,207.626160
2013.11.02_14:00:00_TAI,142.2,8.312242e+21,27.152,102.803,102.172,40.506,-0.46962708,7.584004e+12,0.00213373,384.858,25.982,2.960597e+12,1.995085e+03,3.226370e+22,21.235,2.718,2.728,203.454224
2013.11.02_14:12:00_TAI,142.4,8.230236e+21,26.882,103.980,103.085,41.089,-0.37399510,7.424039e+12,0.00274387,382.678,32.545,2.296479e+12,2.036220e+03,3.207441e+22,21.119,2.344,0.000,203.107788
2013.11.02_14:24:00_TAI,142.6,8.274996e+21,27.037,103.167,102.582,40.300,-0.45253620,7.519822e+12,0.00243445,386.791,29.201,2.810079e+12,2.028489e+03,3.231361e+22,21.269,2.426,2.788,202.691666
2013.11.02_14:36:00_TAI,142.8,8.293198e+21,26.718,102.658,102.192,40.066,-0.37133509,7.430632e+12,0.00267977,383.433,32.085,2.301568e+12,2.004156e+03,3.186742e+22,21.158,2.497,2.720,199.333847
2013.11.02_14:48:00_TAI,143.0,8.237589e+21,26.344,103.696,103.155,40.564,-0.48222592,7.317498e+12,0.00234449,381.554,27.384,2.915922e+12,2.052465e+03,3.183965e+22,21.086,2.089,2.940,198.239609
2013.11.02_15:00:00_TAI,143.2,8.192010e+21,26.562,103.813,103.376,40.865,-0.45509967,7.290158e+12,0.00154567,385.338,17.839,2.718854e+12,2.089219e+03,3.202137e+22,21.129,2.487,3.082,200.647949
2013.11.02_15:12:00_TAI,143.4,8.159609e+21,25.986,105.167,104.595,41.131,-0.57231915,7.304586e+12,0.00275936,386.614,31.297,3.360121e+12,2.108369e+03,3.175767e+22,20.787,1.896,2.930,198.590027
2013.11.02_15:24:00_TAI,143.6,8.252031e+21,26.188,104.134,103.755,40.615,-0.52593994,7.308343e+12,0.00261271,387.157,30.164,3.143302e+12,2.095396e+03,3.212996e+22,21.097,1.983,2.924,200.000870
2013.11.02_15:36:00_TAI,143.8,8.318580e+21,26.096,102.601,102.007,40.643,-0.33928064,7.581620e+12,0.00340533,399.711,39.713,2.168375e+12,2.079391e+03,3.220489e+22,21.077,1.629,2.923,196.944687
2013.11.02_15:48:00_TAI,144.0,8.260751e+21,25.886,103.621,102.932,40.832,-0.49624601,7.495787e+12,0.00337477,397.442,38.567,2.935419e+12,2.139377e+03,3.246909e+22,21.069,1.776,2.703,194.453186
2013.11.02_16:00:00_TAI,144.2,8.324639e+21,25.677,102.908,102.302,40.575,-0.49911204,7.560324e+12,0.00297480,402.731,34.174,2.967824e+12,2.136141e+03,3.259018e+22,20.907,1.567,3.052,191.085510
2013.11.02_16:12:00_TAI,144.4,8.537463e+21,25.650,102.304,101.950,39.831,-0.42391232,7.682878e+12,0.00341575,403.173,40.658,2.612128e+12,2.113994e+03,3.342302e+22,21.205,1.907,3.058,189.677475
2013.11.02_16:24:00_TAI,144.6,8.527375e+21,25.667,103.537,103.211,40.549,-0.41039458,7.753336e+12,0.00318808,407.046,37.772,2.516901e+12,2.102807e+03,3.308976e+22,21.018,1.654,2.695,188.078903
2013.11.02_16:36:00_TAI,144.8,8.740860e+21,25.465,101.697,101.369,39.830,-0.38610023,7.885174e+12,0.00309209,411.008,38.039,2.458402e+12,2.030684e+03,3.317650e+22,20.899,1.455,2.691,187.414627
2013.11.02_16:48:00_TAI,145.0,8.804344e+21,25.704,100.531,100.372,38.800,-0.34666139,7.870549e+12,0.00312398,410.191,39.197,2.251396e+12,1.977977e+03,3.296160e+22,20.996,1.626,2.744,186.233826
2013.11.02_17:00:00_TAI,145.2,8.952680e+21,25.678,97.054,97.002,37.639,-0.23635927,8.073738e+12,0.00297184,412.012,38.699,1.807739e+12,1.910457e+03,3.303905e+22,20.999,1.474,2.736,182.803604
2013.11.02_17:12:00_TAI,145.4,8.976451e+21,25.714,97.391,97.180,37.608,-0.15439746,7.958953e+12,0.00256541,406.507,33.535,1.571084e+12,1.893194e+03,3.286873e+22,21.018,1.859,2.732,182.033859
2013.11.02_17:24:00_TAI,145.6,9.116152e+21,26.014,95.926,95.810,36.663,-0.26296815,8.123090e+12,0.00233801,408.915,31.577,1.838187e+12,1.846382e+03,3.311775e+22,21.130,1.925,2.543,181.550858
2013.11.02_17:36:00_TAI,145.8,9.140933e+21,25.967,93.933,93.829,35.618,-0.24367762,7.887796e+12,0.00235369,395.445,32.222,1.726788e+12,1.782298e+03,3.240855e+22,21.011,2.191,2.550,185.171082
2013.11.02_17:48:00_TAI,146.0,9.144359e+21,26.114,91.740,91.666,35.187,-0.14124642,7.791622e+12,0.00134699,386.329,18.754,1.017804e+12,1.735404e+03,3.208824e+22,21.156,2.464,2.650,182.251465
2013.11.02_18:24:00_TAI,146.6,9.071971e+21,25.780,92.015,92.068,34.807,-0.26660895,7.645829e+12,0.00176791,381.761,24.427,1.906507e+12,1.636602e+03,3.003098e+22,MISSING,1.925,0.000,182.072662
2013.11.02_18:36:00_TAI,146.8,9.056451e+21,25.687,92.349,92.175,34.609,-0.16529603,7.658091e+12,0.00147676,382.634,20.410,1.182365e+12,1.607958e+03,2.951390e+22,20.418,1.708,2.686,180.688477
2013.11.02_18:48:00_TAI,147.0,8.937781e+21,25.327,93.020,92.779,34.547,-0.16121230,7.443738e+12,0.00168852,375.909,22.782,1.125788e+12,1.628181e+03,2.917586e+22,20.234,1.356,2.759,177.370850
2013.11.02_19:00:00_TAI,147.2,8.898091e+21,25.351,93.230,93.069,35.169,-0.24510224,7.522187e+12,0.00197889,378.340,26.555,1.702356e+12,1.646544e+03,2.934530e+22,20.441,1.662,2.720,176.328186
2013.11.02_19:12:00_TAI,147.4,8.773468e+21,25.253,94.392,94.206,35.339,-0.23858806,7.258366e+12,0.00199026,367.875,26.013,1.614022e+12,1.663683e+03,2.887966e+22,20.328,1.446,2.716,173.368851
2013.11.02_19:24:00_TAI,147.6,8.685830e+21,25.301,95.618,95.210,36.219,-0.22825427,7.303841e+12,0.00214765,375.773,27.541,1.515061e+12,1.704146e+03,2.902529e+22,20.303,1.450,2.717,173.695511
2013.11.02_19:36:00_TAI,147.8,8.648002e+21,25.452,95.144,95.153,35.964,-0.25808090,7.439528e+12,0.00246366,379.778,31.574,1.711845e+12,1.709291e+03,2.909250e+22,20.528,1.615,2.708,174.068954
2013.11.02_19:48:00_TAI,148.0,8.643286e+21,25.148,97.206,96.964,36.885,-0.32216495,7.516771e+12,0.00242404,387.355,30.754,2.115417e+12,1.724598e+03,2.905758e+22,20.251,1.293,2.710,169.535599
2013.11.02_20:00:00_TAI,148.2,8.585308e+21,25.229,97.554,97.166,37.180,-0.28107217,7.502772e+12,0.00292798,386.733,36.614,1.819130e+12,1.775937e+03,2.949333e+22,20.411,1.455,2.716,169.082626
2013.11.02_20:12:00_TAI,148.4,8.497051e+21,25.164,98.313,98.024,37.620,-0.39794225,7.512815e+12,0.00295423,388.568,36.186,2.522821e+12,1.798089e+03,2.924990e+22,20.409,1.600,2.778,165.716141
2013.11.02_20:24:00_TAI,148.6,8.506327e+21,24.997,98.018,97.713,37.208,-0.36742753,7.508827e+12,0.00302979,388.913,37.033,2.324447e+12,1.810456e+03,2.938856e+22,20.537,1.358,2.697,168.317307
2013.11.02_20:36:00_TAI,148.8,8.613762e+21,25.238,98.324,98.078,37.368,-0.34082219,7.666336e+12,0.00322424,391.929,40.016,2.189497e+12,1.831124e+03,3.018367e+22,20.554,1.611,2.691,169.657181
2013.11.02_20:48:00_TAI,149.0,8.478354e+21,24.934,99.902,99.428,38.569,-0.43871939,7.471810e+12,0.00380808,386.421,45.430,2.708987e+12,1.906732e+03,3.020944e+22,20.527,1.618,2.668,172.229355
2013.11.02_21:00:00_TAI,149.2,8.555680e+21,25.300,101.211,100.561,39.235,-0.45508704,7.661162e+12,0.00370877,395.538,44.713,2.840004e+12,1.939177e+03,3.105055e+22,20.877,1.783,2.670,170.914261
2013.11.02_21:12:00_TAI,149.4,8.691690e+21,25.600,98.908,98.419,38.429,-0.41340804,7.798082e+12,0.00444497,398.729,55.335,2.664031e+12,1.912301e+03,3.161828e+22,21.197,2.185,2.261,165.760925
2013.11.02_21:24:00_TAI,149.6,8.695548e+21,25.610,98.445,98.050,38.124,-0.36791667,7.846401e+12,0.00348185,397.052,43.715,2.391101e+12,1.846714e+03,3.079381e+22,21.133,2.373,0.000,163.104599
2013.11.02_21:36:00_TAI,149.8,8.829674e+21,25.780,96.969,96.838,37.703,-0.32795867,8.146187e+12,0.00365537,406.953,47.096,2.187124e+12,1.839048e+03,3.146706e+22,21.307,2.220,0.000,161.680191
2013.11.02_21:48:00_TAI,150.0,8.772168e+21,25.685,97.153,96.910,37.814,-0.29495472,8.053612e+12,0.00400233,404.381,51.046,1.947208e+12,1.841878e+03,3.119750e+22,21.197,2.337,2.250,163.161041
2013.11.02_22:00:00_TAI,150.2,8.854292e+21,25.496,95.572,95.493,37.066,-0.30922791,8.240314e+12,0.00374953,408.285,48.988,2.091250e+12,1.781128e+03,3.090417e+22,21.231,2.128,2.261,161.403229
2013.11.02_22:12:00_TAI,150.4,8.951511e+21,25.508,93.830,93.688,36.547,-0.31943673,8.388607e+12,0.00347718,412.213,46.559,2.214066e+12,1.770595e+03,3.148562e+22,21.418,2.614,2.664,163.433746
2013.11.02_22:24:00_TAI,150.6,8.873698e+21,25.385,92.290,92.178,36.298,-0.28064147,8.199239e+12,0.00359337,403.870,47.479,1.919781e+12,1.757340e+03,3.084150e+22,21.094,2.399,2.741,161.958374
2013.11.02_22:36:00_TAI,150.8,8.922930e+21,25.427,91.369,91.276,35.405,-0.31318155,8.030442e+12,0.00359505,393.261,48.386,2.181973e+12,1.692375e+03,3.024975e+22,20.946,1.835,2.799,156.497940
2013.11.02_22:48:00_TAI,151.0,8.921443e+21,25.653,90.665,90.617,35.071,-0.25644875,7.982880e+12,0.00287751,386.463,38.913,1.795239e+12,1.693522e+03,3.041420e+22,21.081,2.455,0.000,154.485641
2013.11.02_23:00:00_TAI,151.2,8.978102e+21,25.766,90.804,91.117,35.072,-0.10231596,8.395542e+12,0.00291445,395.361,40.065,8.950499e+11,1.650597e+03,3.013434e+22,21.124,2.371,0.000,154.511871
2013.11.02_23:12:00_TAI,151.4,8.949388e+21,25.479,90.040,90.283,34.382,-0.12446373,8.051997e+12,0.00322596,388.683,44.047,1.622179e+12,1.625645e+03,2.947801e+22,20.724,2.219,2.290,157.317062
2013.11.02_23:24:00_TAI,151.6,8.967552e+21,25.234,91.241,91.347,34.459,-0.13256413,8.171314e+12,0.00310805,399.116,42.475,1.749035e+12,1.615557e+03,2.932298e+22,20.569,2.122,2.276,158.115921
2013.11.02_23:36:00_TAI,151.8,8.968739e+21,25.226,90.394,90.684,34.691,-0.10831565,8.233448e+12,0.00288778,391.655,39.797,1.338136e+12,1.596315e+03,2.921541e+22,20.704,2.308,2.279,159.232727
2013.11.02_23:48:00_TAI,152.0,8.909721e+21,25.526,90.344,90.587,34.814,-0.21924138,8.078628e+12,0.00266415,391.070,36.224,1.543434e+12,1.636524e+03,2.955356e+22,20.811,2.118,2.286,156.474930
2013.11.03_00:00:00_TAI,152.2,8.992105e+21,25.333,89.451,89.504,34.293,-0.05351855,8.145923e+12,0.00249891,394.352,34.420,9.173611e+11,1.603143e+03,2.932545e+22,20.506,1.895,2.671,156.177872
2013.11.03_00:12:00_TAI,152.4,9.007158e+21,25.432,89.403,89.753,34.802,-0.10332003,8.104783e+12,0.00277352,388.207,38.194,1.468969e+12,1.599055e+03,2.924431e+22,20.504,1.975,2.824,153.396729
2013.11.03_00:24:00_TAI,152.6,8.966500e+21,25.975,88.853,89.362,34.657,-0.12948559,8.133804e+12,0.00207271,391.929,28.421,9.192598e+11,1.622141e+03,2.953941e+22,20.786,2.144,2.821,155.699402
2013.11.03_00:36:00_TAI,152.8,9.036125e+21,25.760,87.830,88.532,34.667,-0.16389948,8.215058e+12,0.00247900,396.985,34.230,1.171744e+12,1.587619e+03,2.911318e+22,20.488,1.767,2.643,155.989868
2013.11.03_00:48:00_TAI,153.0,9.021842e+21,25.829,88.599,89.036,35.186,-0.05537775,8.276561e+12,0.00252718,401.661,34.491,9.324100e+11,1.630456e+03,2.955226e+22,20.638,2.286,2.290,153.638611
2013.11.03_01:00:00_TAI,153.2,9.044716e+21,25.903,89.737,90.348,35.319,-0.13511285,8.265740e+12,0.00257506,403.598,35.263,9.580056e+11,1.617864e+03,2.942286e+22,20.802,2.994,2.728,157.935104
2013.11.03_01:12:00_TAI,153.4,9.074139e+21,26.135,89.826,90.217,35.594,-0.18201594,8.470609e+12,0.00296216,415.238,40.582,2.024837e+12,1.656221e+03,3.013363e+22,21.185,3.343,2.737,154.232849
2013.11.03_01:24:00_TAI,153.6,8.982294e+21,26.246,92.093,92.981,36.270,-0.21497856,8.457022e+12,0.00275274,419.619,36.424,1.472915e+12,1.732141e+03,3.043836e+22,21.123,3.401,2.944,157.709167
2013.11.03_01:36:00_TAI,153.8,9.143010e+21,26.373,91.842,93.017,36.189,-0.18351826,8.743086e+12,0.00324592,426.373,44.128,1.919832e+12,1.735282e+03,3.133010e+22,21.109,3.818,2.971,159.224060
2013.11.03_01:48:00_TAI,154.0,9.136746e+21,25.919,92.942,94.352,36.399,-0.27525967,8.682224e+12,0.00312971,425.979,42.070,1.915926e+12,1.714962e+03,3.061477e+22,20.891,3.244,3.021,160.986526
2013.11.03_02:00:00_TAI,154.2,9.022233e+21,26.391,94.495,96.287,37.040,-0.27578256,8.519016e+12,0.00334941,425.904,43.881,2.137373e+12,1.791470e+03,3.116926e+22,21.126,3.763,2.927,155.220932
2013.11.03_02:12:00_TAI,154.4,9.125811e+21,26.523,93.661,94.761,36.609,-0.29008728,8.525971e+12,0.00344895,427.939,45.892,2.400100e+12,1.772016e+03,3.131322e+22,21.129,3.765,2.990,161.155396
2013.11.03_02:24:00_TAI,154.6,8.979802e+21,26.762,94.351,94.990,37.440,-0.31362051,8.431928e+12,0.00287990,425.105,37.082,2.091117e+12,1.956581e+03,3.345733e+22,21.580,4.605,3.062,164.726151
2013.11.03_02:36:00_TAI,154.8,9.008616e+21,26.499,93.991,95.474,37.092,-0.21132451,8.267949e+12,0.00371805,417.667,48.186,1.877400e+12,1.842848e+03,3.172055e+22,21.227,4.298,3.166,162.169128
2013.11.03_02:48:00_TAI,155.0,8.844436e+21,26.594,94.654,96.413,37.497,-0.24777570,8.026115e+12,0.00374847,412.537,47.006,1.820735e+12,1.888510e+03,3.145063e+22,21.292,4.514,2.999,159.992310
2013.11.03_03:00:00_TAI,155.2,8.828660e+21,25.896,95.149,96.971,37.617,-0.33085954,8.014450e+12,0.00413528,417.770,51.178,2.379208e+12,1.864970e+03,3.065241e+22,20.662,3.434,3.149,157.308167
2013.11.03_03:12:00_TAI,155.4,8.882858e+21,25.889,94.932,96.768,37.187,-0.21026638,8.051012e+12,0.00394895,420.947,49.184,2.136372e+12,1.866276e+03,3.086968e+22,20.573,3.589,3.131,157.661209
2013.11.03_03:24:00_TAI,155.6,8.826854e+21,26.227,94.416,97.047,37.393,-0.37026319,8.197731e+12,0.00235262,423.599,29.194,2.379402e+12,1.900740e+03,3.132363e+22,20.682,3.691,3.128,157.725235
2013.11.03_03:36:00_TAI,155.8,8.744047e+21,26.600,93.702,96.595,36.989,-0.33490986,8.014772e+12,0.00308504,409.708,38.338,2.475854e+12,1.874276e+03,3.093231e+22,20.742,4.539,2.981,153.246094
2013.11.03_03:48:00_TAI,156.0,8.752123e+21,26.000,94.939,97.454,37.634,-0.26584497,7.870189e+12,0.00400661,415.197,49.109,3.162756e+12,1.887608e+03,3.072618e+22,20.082,3.704,3.081,154.506561
2013.11.03_04:00:00_TAI,156.2,8.730892e+21,26.409,94.841,97.996,37.330,-0.14490305,7.934694e+12,0.00320220,414.665,39.409,2.252221e+12,1.856958e+03,3.035057e+22,20.163,3.843,3.151,157.139236
2013.11.03_04:12:00_TAI,156.4,8.968645e+21,27.407,93.090,97.079,36.604,-0.07533757,8.155658e+12,0.00270847,410.917,35.289,2.120243e+12,1.862087e+03,3.222232e+22,20.951,5.203,3.177,151.251770
2013.11.03_04:24:00_TAI,156.6,8.860000e+21,27.545,92.005,96.001,36.728,-0.07297747,8.002705e+12,0.00284591,407.014,36.604,2.307568e+12,1.862591e+03,3.181548e+22,20.869,5.271,3.247,152.646957
2013.11.03_04:36:00_TAI,156.8,8.983593e+21,27.777,91.424,95.761,36.721,-0.05817585,8.212137e+12,0.00233229,416.392,30.637,1.932859e+12,1.849879e+03,3.227395e+22,20.846,5.321,3.392,147.006927
2013.11.03_04:48:00_TAI,157.0,9.155446e+21,28.186,88.127,92.134,35.197,-0.13647096,8.183052e+12,0.00151965,408.536,20.796,1.017439e+12,1.772996e+03,3.222530e+22,20.914,5.436,3.383,149.775925
2013.11.03_05:00:00_TAI,157.2,9.259086e+21,29.007,88.239,92.825,35.905,-0.02295465,8.519342e+12,0.00153952,418.123,21.555,6.156021e+11,1.819105e+03,3.382434e+22,21.627,6.707,3.449,149.503815
2013.11.03_05:12:00_TAI,157.4,9.228741e+21,28.464,87.914,92.006,35.332,-0.12074149,8.154006e+12,0.00204873,409.692,28.318,9.087508e+11,1.814754e+03,3.331445e+22,21.248,5.708,3.213,146.972488
2013.11.03_05:24:00_TAI,157.6,9.361432e+21,29.006,85.854,89.880,35.431,-0.11433940,8.473332e+12,0.00169498,419.500,24.021,8.392665e+11,1.832395e+03,3.449002e+22,21.660,6.202,3.198,144.096420
2013.11.03_05:36:00_TAI,157.8,9.402374e+21,28.983,85.444,89.552,35.097,-0.12391152,8.683076e+12,0.00163791,430.205,23.304,9.131194e+11,1.835454e+03,3.468409e+22,21.491,5.939,3.340,141.777969
2013.11.03_05:48:00_TAI,158.0,9.312338e+21,28.998,84.579,88.818,35.049,-0.16258940,8.482642e+12,0.00174128,427.619,24.550,1.187192e+12,1.838761e+03,3.442913e+22,21.644,6.114,3.307,138.583939
2013.11.03_06:24:00_TAI,158.6,9.456432e+21,27.814,85.779,89.506,35.116,-0.26094729,8.380901e+12,0.00128719,428.029,17.931,1.882510e+12,1.829764e+03,3.385001e+22,21.070,5.219,3.058,140.327408
2013.11.03_06:36:00_TAI,158.8,9.463994e+21,27.443,85.649,88.851,34.920,-0.28563157,8.383331e+12,0.00159769,430.489,22.166,2.052434e+12,1.835875e+03,3.382895e+22,20.875,4.865,3.043,141.113068
2013.11.03_06:48:00_TAI,159.0,9.529819e+21,27.760,85.005,88.557,35.022,-0.34511667,8.452897e+12,0.00152591,423.758,21.334,2.498793e+12,1.849094e+03,3.433283e+22,21.022,4.735,2.999,134.927017
2013.11.03_07:00:00_TAI,159.2,9.498146e+21,28.094,84.779,88.400,35.782,-0.24066450,8.686288e+12,0.00137161,437.620,19.133,1.738508e+12,1.906518e+03,3.531803e+22,21.341,4.882,2.859,133.741089
2013.11.03_07:12:00_TAI,159.4,9.384980e+21,27.513,87.446,90.378,36.377,-0.30059007,8.356348e+12,0.00177976,439.182,23.787,2.080464e+12,1.972246e+03,3.500601e+22,20.962,4.295,3.105,130.843643
2013.11.03_07:24:00_TAI,159.6,9.279163e+21,27.405,88.075,90.559,36.759,-0.37775192,8.528805e+12,0.00226006,452.507,29.785,2.578103e+12,1.985033e+03,3.474263e+22,21.182,4.742,3.297,130.016235
2013.11.03_07:36:00_TAI,159.8,9.128971e+21,27.458,87.377,89.941,36.477,-0.32589388,8.432492e+12,0.00199963,447.757,26.003,2.194614e+12,2.007155e+03,3.466334e+22,21.468,4.952,3.338,125.376259
2013.11.03_07:48:00_TAI,160.0,8.997941e+21,27.695,88.337,90.945,37.025,-0.38277903,8.434788e+12,0.00217240,446.367,27.835,2.539789e+12,2.050562e+03,3.489282e+22,21.726,5.471,3.289,130.148834
2013.11.03_08:00:00_TAI,160.2,8.873776e+21,27.188,88.927,91.938,36.772,-0.38707525,8.207829e+12,0.00208105,441.058,26.138,2.517542e+12,2.075241e+03,3.461550e+22,21.168,4.841,3.301,127.449738
2013.11.03_08:12:00_TAI,160.4,8.676516e+21,26.720,91.393,94.614,37.591,-0.20474422,8.086121e+12,0.00200945,441.966,24.119,1.272688e+12,2.119161e+03,3.378334e+22,20.840,4.349,3.284,126.663033
2013.11.03_08:24:00_TAI,160.6,8.551042e+21,26.888,90.382,93.193,37.623,-0.27176553,7.842569e+12,0.00085424,433.698,10.110,1.665478e+12,2.107148e+03,3.311889e+22,20.829,4.850,3.226,129.140335
2013.11.03_08:36:00_TAI,160.8,8.541198e+21,27.157,89.360,92.739,37.220,-0.35408092,8.065403e+12,0.00106478,439.017,12.810,2.205831e+12,2.070797e+03,3.308658e+22,20.858,4.680,3.243,127.858307
2013.11.03_08:48:00_TAI,161.0,8.422943e+21,26.326,90.864,94.131,37.165,-0.39655501,7.614013e+12,0.00090771,422.963,10.626,2.403651e+12,2.008999e+03,3.123207e+22,20.152,3.947,3.127,124.597267
2013.11.03_09:00:00_TAI,161.2,8.461763e+21,26.274,89.250,92.149,36.640,-0.35416484,7.554484e+12,0.00091224,411.412,10.836,2.178573e+12,1.938709e+03,3.058733e+22,19.981,3.998,3.272,124.668655
2013.11.03_09:12:00_TAI,161.4,8.353998e+21,26.032,90.111,94.147,36.783,-0.37141401,8.085464e+12,0.00255056,405.669,30.033,2.264435e+12,1.851733e+03,2.895688e+22,20.628,4.730,3.147,126.452843
2013.11.03_09:24:00_TAI,161.6,8.392197e+21,26.610,87.159,90.135,36.543,-0.33240333,7.584796e+12,-0.00002652,411.397,0.318,2.063380e+12,1.888328e+03,3.006581e+22,20.369,4.596,3.050,128.585602
2013.11.03_09:36:00_TAI,161.8,8.221219e+21,26.740,88.415,91.428,36.799,-0.28284442,7.200396e+12,0.00088908,389.922,10.357,1.705913e+12,1.938462e+03,2.998876e+22,20.082,4.361,3.318,128.612534
2013.11.03_09:48:00_TAI,162.0,8.139908e+21,27.011,87.055,90.647,36.991,-0.30326951,7.170076e+12,0.00012105,387.098,1.400,1.816026e+12,1.977548e+03,3.037544e+22,20.239,4.539,3.202,124.794945
2013.11.03_10:00:00_TAI,162.2,8.157638e+21,27.054,85.461,88.512,36.605,-0.30055246,7.165014e+12,0.00007161,385.540,0.834,1.813093e+12,1.971313e+03,3.050483e+22,20.126,4.574,3.166,124.395782
2013.11.03_10:12:00_TAI,162.4,8.136813e+21,27.047,85.453,89.236,36.308,-0.17912717,7.246869e+12,-0.00079286,393.574,9.268,1.084087e+12,1.974645e+03,3.065604e+22,20.269,4.405,3.161,127.079811
2013.11.03_10:24:00_TAI,162.6,8.233598e+21,27.081,84.260,87.443,36.047,-0.29741919,7.262966e+12,-0.00054748,396.089,6.516,1.832593e+12,1.912900e+03,3.023603e+22,20.166,4.554,3.226,121.545357
2013.11.03_10:36:00_TAI,162.8,8.251533e+21,27.293,83.542,87.150,35.720,-0.35830131,7.415136e+12,-0.00103021,401.386,12.399,2.232338e+12,1.922223e+03,3.072291e+22,20.462,5.251,2.993,120.991470
2013.11.03_10:48:00_TAI,163.0,8.303329e+21,27.464,82.055,85.672,35.667,-0.23218864,7.330355e+12,-0.00107224,394.529,13.092,1.467730e+12,1.902248e+03,3.084828e+22,20.243,4.897,3.045,127.082092
2013.11.03_11:00:00_TAI,163.2,8.229971e+21,26.816,82.945,86.324,36.328,-0.29333830,7.255095e+12,-0.00103079,394.100,12.218,1.799861e+12,1.933947e+03,3.044285e+22,19.834,4.201,3.039,123.366547
2013.11.03_11:12:00_TAI,163.4,8.193175e+21,26.888,82.321,85.512,36.515,-0.34843954,7.109598e+12,-0.00173125,381.166,20.503,2.136088e+12,1.961758e+03,3.085458e+22,19.790,4.180,3.291,122.452423
2013.11.03_11:24:00_TAI,163.6,8.155131e+21,27.021,81.558,84.601,35.258,-0.30135253,7.487942e+12,0.00027033,367.060,3.249,1.874982e+12,1.824927e+03,2.913148e+22,20.416,4.734,3.312,123.823952
2013.11.03_11:36:00_TAI,163.8,8.141426e+21,27.665,80.999,83.887,36.307,-0.24746236,6.859717e+12,-0.00184618,367.369,21.829,1.514535e+12,1.968976e+03,3.091843e+22,20.227,5.058,3.390,124.759064
2013.11.03_11:48:00_TAI,164.0,8.027939e+21,27.943,81.304,84.550,36.468,-0.29380074,6.871161e+12,-0.00199187,372.611,23.157,1.768130e+12,1.966877e+03,3.037089e+22,20.441,5.264,3.383,126.285965
2013.11.03_12:00:00_TAI,164.2,8.096012e+21,27.087,80.737,83.918,36.220,-0.33032382,6.970049e+12,-0.00253570,384.718,29.741,2.005313e+12,1.916761e+03,2.985668e+22,19.591,4.058,3.380,124.719795
2013.11.03_12:12:00_TAI,164.4,8.013607e+21,27.216,81.725,85.386,36.227,-0.24896689,6.775080e+12,-0.00289715,377.138,33.282,1.480319e+12,1.964803e+03,2.997615e+22,MISSING,4.405,3.393,126.161415
2013.11.03_12:24:00_TAI,164.6,7.919060e+21,27.386,81.969,85.196,36.398,-0.26925907,6.782516e+12,-0.00273236,382.178,30.827,1.572220e+12,1.966655e+03,2.946638e+22,19.652,4.485,3.409,124.857697
2013.11.03_12:36:00_TAI,164.8,7.868821e+21,27.944,80.936,84.320,36.338,-0.26226217,6.563016e+12,-0.00289383,375.880,32.486,1.523993e+12,2.047411e+03,3.052953e+22,20.140,5.246,3.434,123.551903
2013.11.03_12:48:00_TAI,165.0,7.883456e+21,27.949,81.687,84.958,36.976,-0.19129789,6.836555e+12,-0.00299878,386.422,33.727,1.500796e+12,2.076738e+03,3.101923e+22,20.181,4.881,3.345,125.267021
2013.11.03_13:00:00_TAI,165.2,7.927050e+21,27.910,82.686,86.551,36.509,-0.22386748,6.779021e+12,-0.00313996,391.954,35.309,1.323853e+12,2.051347e+03,3.063453e+22,20.045,4.704,3.350,126.300636
2013.11.03_13:12:00_TAI,165.4,7.900072e+21,27.501,82.981,86.592,36.745,-0.25981125,6.771780e+12,-0.00363797,394.294,40.472,1.495778e+12,2.027562e+03,2.995620e+22,19.803,4.602,3.407,122.229866
2013.11.03_13:24:00_TAI,165.6,7.773335e+21,27.194,83.869,87.362,37.423,-0.25206509,6.594422e+12,-0.00324988,387.670,35.092,1.408620e+12,2.079196e+03,2.981888e+22,19.692,4.278,3.448,121.038895
2013.11.03_13:36:00_TAI,165.8,7.630067e+21,28.244,82.817,86.740,37.740,-0.25541073,6.587159e+12,-0.00368809,378.965,39.330,1.409437e+12,2.256706e+03,3.196008e+22,20.643,5.739,3.331,121.419464
